formula,counts,exact_mass,ion_mode,charge,source_compound_id,source_name,generation_type,path,broken_bonds,h_shift,adduct,neutral_losses,fragment_atom_indices,score
C2H2O2,"{'O': 2, 'C': 2, 'H': 2}",58.0054793036,neutral,0,EVA,Ethylene-Vinyl Acetate,h_shift,break 1 bond(s) | H shift -1 | ; | break 2 bond(s) | H shift -1 | ; | break 2 bond(s) | H shift -1 | ; | break 2 bond(s) | H shift -1,1,-1,,,"[3, 4, 5, 6, 14, 15, 16]",0.5499999999999999
C2H3,"{'C': 2, 'H': 3}",27.02347509669,negative,-1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | H shift -1 | -H | ; | break 2 bond(s) | H shift -1 | -H | ; | break 2 bond(s) | -H,1,-1,-H,,"[0, 1, 8, 9, 10, 11, 12]",0.5499999999999999
C2H3O,"{'C': 2, 'O': 1, 'H': 3}",43.01838971626,negative,-1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift -2 | O,1,1,-H,,"[4, 5, 6, 14, 15, 16]",0.5499999999999999
C2H3O,"{'C': 2, 'O': 1, 'H': 3}",43.01838971626,positive,1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -2 | H,1,-1,H,,"[4, 5, 6, 14, 15, 16]",0.5499999999999999
C2H3O2,"{'O': 2, 'C': 2, 'H': 3}",59.01330433583,positive,1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H,1,-1,H,,"[3, 4, 5, 6, 14, 15, 16]",0.5499999999999999
C2H3O2,"{'O': 2, 'C': 2, 'H': 3}",59.01330433583,negative,-1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | H shift +1 | -H | ; | break 1 bond(s) | H shift -1 | OH | ; | break 1 bond(s) | O,1,1,-H,,"[3, 4, 5, 6, 14, 15, 16]",0.5499999999999999
C2H4,"{'C': 2, 'H': 4}",28.03130012892,neutral,0,EVA,Ethylene-Vinyl Acetate,h_shift,break 1 bond(s) | H shift -1 | ; | break 2 bond(s) | H shift -1 | ; | break 2 bond(s) | H shift -1 | ; | break 2 bond(s) | H shift -1,1,-1,,,"[0, 1, 8, 9, 10, 11, 12]",0.5499999999999999
C2H4O,"{'C': 2, 'O': 1, 'H': 4}",44.02621474849,neutral,0,EVA,Ethylene-Vinyl Acetate,h_shift,break 1 bond(s) | H shift +1 | ; | break 2 bond(s) | H shift +1 | ; | break 2 bond(s) | H shift +1 | ; | break 2 bond(s) | H shift +1,1,1,,,"[4, 5, 6, 14, 15, 16]",0.5499999999999999
C2H4O2,"{'O': 2, 'C': 2, 'H': 4}",60.02112936806,neutral,0,EVA,Ethylene-Vinyl Acetate,h_shift,break 1 bond(s) | H shift +1 | ; | break 2 bond(s) | H shift +1 | ; | break 2 bond(s) | H shift +1 | ; | break 2 bond(s) | H shift +1,1,1,,,"[3, 4, 5, 6, 14, 15, 16]",0.5499999999999999
C2H5,"{'C': 2, 'H': 5}",29.03912516115,positive,1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H,1,-1,H,,"[0, 1, 8, 9, 10, 11, 12]",0.5499999999999999
C2H5,"{'C': 2, 'H': 5}",29.03912516115,negative,-1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +2 | -H,1,1,-H,,"[0, 1, 8, 9, 10, 11, 12]",0.5499999999999999
C2H5O,"{'C': 2, 'O': 1, 'H': 5}",45.03403978072,positive,1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | H shift +1 | H | ; | break 2 bond(s) | H shift +1 | H | ; | break 2 bond(s) | H,1,1,H,,"[4, 5, 6, 14, 15, 16]",0.5499999999999999
C2H5O2,"{'O': 2, 'C': 2, 'H': 5}",61.028954400290004,positive,1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | H shift +1 | H | ; | break 2 bond(s) | H shift +1 | H | ; | break 2 bond(s) | H shift +1 | H,1,1,H,,"[3, 4, 5, 6, 14, 15, 16]",0.5499999999999999
C2H6,"{'C': 2, 'H': 6}",30.04695019338,neutral,0,EVA,Ethylene-Vinyl Acetate,h_shift,break 1 bond(s) | H shift +1 | ; | break 2 bond(s) | H shift +1 | ; | break 2 bond(s) | H shift +2 | ; | break 2 bond(s) | H shift +1,1,1,,,"[0, 1, 8, 9, 10, 11, 12]",0.5499999999999999
C2H7,"{'C': 2, 'H': 7}",31.05477522561,positive,1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | H shift +1 | H | ; | break 2 bond(s) | H shift +1 | H | ; | break 2 bond(s) | H shift +2 | H,1,1,H,,"[0, 1, 8, 9, 10, 11, 12]",0.5499999999999999
